Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Diadumene	Diadumene_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Diplopsalidaceae	NA	NA
Eukaryota	Amoebozoa	Lobosa	Tubulinea	Echinamoebida	Vermamoebidae	Hartmannella	Hartmannella_vermiformis
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Macrophthalmus	Macrophthalmus_japonicus
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Vorticella	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Tortanus	Tortanus_sp.
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	NA	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Chelicerata	Arachnida	Demodex	Demodex_brevis
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Chaetopterus	Chaetopterus_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-18	Dino-Group-II-Clade-18_X	Dino-Group-II-Clade-18_X_sp.
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Mytiloida	Musculus	Musculus_discors
Eukaryota	Stramenopiles	Opalozoa	MAST-12	MAST-12B	MAST-12B_X	MAST-12B_XX	MAST-12B_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Phrosina	Phrosina_semilunata
Eukaryota	Stramenopiles	Pseudofungi	MAST-23	MAST-23_X	MAST-23_XX	MAST-23_XXX	MAST-23_XXX_sp.
Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastida	Neobodonid	NA	NA
Eukaryota	Stramenopiles	Ochrophyta	Pinguiophyceae	Pinguiochrysidales	Pinguiochrysidaceae	Pinguiochrysis	Pinguiochrysis_pyriformis
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia	Pseudo-nitzschia_fraudulenta
Eukaryota	Rhizaria	Cercozoa	Endomyxa-Ascetosporea	Paradinida	Paradinidae	NA	NA
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	NA	NA	NA	NA
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Bougainvillia	Bougainvillia_fulva
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Tontoniidae_A	Spirotontonia	Spirotontonia_grandis
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Phoma	Phoma_macrostoma_var._macrostoma
Eukaryota	Stramenopiles	Pseudofungi	Pirsonia_Clade	Pirsonia_Clade_X	Pirsonia_Clade_XX	Pirsonia	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales_X	Levanderina	Levanderina_fissa
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Mytiloida	Modiolus	Modiolus_auriculatus
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	NA	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_I	Pelagostrobilidium	Pelagostrobilidium_liui
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes	Sterigmatomyces	Sterigmatomyces_halophilus
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Tintinnidiidae	Tintinnidium	Tintinnidium_mucicola
Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Dactylopodida	Paramoebidae	Neoparamoeba	NA
Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Cestoda	Eucestoda	Paraorygmatobothrium	NA
Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachnida	Chlorarachnida_X	Chlorarachnion	Chlorarachnion_reptans
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Diplopsalidaceae	Diplopsalopsis	Diplopsalopsis_bomba
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_clade_B4
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Stenosemellidae	Stenosemella	Stenosemella_sp.
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Metschnikowia	Metschnikowia_bicuspidata
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Akashiwo	Akashiwo_sanguinea
Eukaryota	Opisthokonta	Metazoa	Echinodermata	Echinodermata_X	Echinodermata_XX	Ophiocoma	Ophiocoma_echinata
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Scyphozoa	NA	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Auritoglyptes	Auritoglyptes_bicornis
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Hanseniaspora	Hanseniaspora_uvarum
Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXX	Mesodinium	Mesodinium_coatsi
Eukaryota	Opisthokonta	Metazoa	Echinodermata	Echinodermata_X	Echinodermata_XX	Lytechinus	Lytechinus_variegatus
Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachnida	Chlorarachnida_X	Lotharella	NA
Eukaryota	Opisthokonta	Metazoa	Urochordata	Urochordata_X	Ascidiacea	Cyclosalpa	Cyclosalpa_affinis
Eukaryota	Excavata	Discoba	Euglenozoa	Diplonemea	Diplonemida	Diplonema	Diplonema_ambulator
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Insecta	Elenchus	Elenchus_japonicus
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Nassellaria	Pterocoryothoidea	Pterocorys	Pterocorys_sp.
Eukaryota	Amoebozoa	Conosa	NA	NA	NA	NA	NA
Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_calycinucleolus
Eukaryota	Rhizaria	Cercozoa	Filosa-Granofilosea	NA	NA	NA	NA
Eukaryota	Apusozoa	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonadidae_Group-1_XX	Amastigomonas	Amastigomonas_mutabilis
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Nephroselmidaceae	Nephroselmidaceae_X	Nephroselmidaceae_XX	Nephroselmidaceae_XX_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae	NA	NA
Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Thraustochytriales	Thraustochytriaceae	Aurantiochytrium	Aurantiochytrium_sp.
Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Trematoda	Digenea	Prosogonotrema	Prosogonotrema_bilabiatum
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Edwardsia	NA
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Chloroidium	Chloroidium_saccharophilum
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Actinoptychus	Actinoptychus_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_allenii
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Loimia	Loimia_medusa
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Acremonium	Acremonium_sclerotigenum
Eukaryota	Stramenopiles	Opalozoa	Placidideae	Placidiales	Placidiales_X	Wobblia	Wobblia_lunata
Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_lutheri
Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Suctoria	Ephelotidae	Ephelota	Ephelota_gemmipara
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Euplotia	Euplotidae	Euplotes	NA
Eukaryota	Alveolata	Apicomplexa	NA	NA	NA	NA	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	NA	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Undellidae	Undella	Undella_hyalina
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globigerinacea	Turborotalita	Turborotalita_quinqueloba
Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea_X	Cyrtolophosidida	NA	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Pseudodiaptomus	NA
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Ostreoida	Ostrea	Ostrea_edulis
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Zanclea	Zanclea_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_microreticulatum
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_sp_Clade_Na13C2
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_K	Strombidium_K	Strombidium_K_sp.
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Spumellarida-Group-I	Arachnosphaera	Arachnosphaera_myriacantha
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Mytiloida	Bathymodiolus	Bathymodiolus_sp.
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Heteroconchia	Bankia	Bankia_carinata
Eukaryota	Opisthokonta	Metazoa	Urochordata	Urochordata_X	Ascidiacea	Salpa	Salpa_thompsoni
Eukaryota	Excavata	Discoba	Heterolobosea	Heterolobosea_X	Vahlkampfiidae	NA	NA
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Eutima	NA
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Cryptococcus	Cryptococcus_friedmannii
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Porosira	Porosira_glacialis
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Pyrocystaceae	Pyrocystis	Pyrocystis_sp.
Eukaryota	Excavata	Discoba	Heterolobosea	Heterolobosea_X	NA	NA	NA
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Apostomatia	Pseudocolliniidae	Pseudocollinia	NA
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	NA
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Chelidonura	Chelidonura_inornata
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globigerinacea	Globigerinella	Globigerinella_calida
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Coccolithales	Chrysotilaceae	NA	NA
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Heteroconchia	Mercenaria	Mercenaria_mercenaria
Eukaryota	Rhizaria	Radiolaria	Acantharea	Chaunacanthida	Chaunacanthida_X	Stauracon	Stauracon_pallidus
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Oligohymenophorea_X	Oligohymenophorea_XX	Cinetochilum	Cinetochilum_ovale
Eukaryota	Archaeplastida	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Polysiphonia	Polysiphonia_elongata
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	NA	NA
Eukaryota	Opisthokonta	Metazoa	Nemertea	Nemertea_X	Nemertea_XX	Cephalothrix	Cephalothrix_filiformis
Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastida	Neobodonid	Neobodo	Neobodo_saliens
Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_oblongata
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Apicoporus	Apicoporus_parvidiaboli
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Pleuromamma	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos_gravidus
Eukaryota	Opisthokonta	Metazoa	Ctenophora	Ctenophora_X	Ctenophora_XX	Charistephane	Charistephane_fugiens
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Ostreoida	Hyotissa	Hyotissa_mcgintyi
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Hydractinia	Hydractinia_sp.
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Apostomatia	Pseudocolliniidae	NA	NA
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3_X	MAST-3_XX	MAST-3_XXX	MAST-3_XXX_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Bentheogennema	Bentheogennema_intermedia
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Sinocalanus	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Ostracoda	Vargula	Vargula_hilgendorfii
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	Ventrifissuridae_X_sp.
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	Crustomastix	NA
Eukaryota	Amoebozoa	Conosa	Mycetozoa-Myxogastrea	NA	NA	NA	NA
Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Haliphthorales	NA	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Isias	Isias_clavipes
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_anastomosans
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globigerinacea	Globigerinoides	Globigerinoides_sacculifer
Eukaryota	Excavata	NA	NA	NA	NA	NA	NA
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Rhinomonas	NA
Eukaryota	Opisthokonta	Metazoa	Echinodermata	Echinodermata_X	Echinodermata_XX	Tripneustes	Tripneustes_gratilla
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_1	Philasterida	Porpostoma	Porpostoma_notata
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-3	Ichthyodinium	Ichthyodinium_sp.
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Rhodotorula	Rhodotorula_hordea
Eukaryota	Archaeplastida	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcales-Clade-B	Prasinococcales-Clade-B_X	Prasinococcales-Clade-B2_X_sp.
Eukaryota	Opisthokonta	Metazoa	Craniata	Craniata_X	Mammalia	NA	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_A	Rimostrombidium_A	NA
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globigerinacea	Globigerinita	Globigerinita_uvula
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Chelicerata	Arachnida	Steatoda	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales_X	Gloeodinium	Gloeodinium_viscum
Eukaryota	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	NA	NA
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Chilostomellacea	Chilostomella	Chilostomella_ovoidea
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Simorhynchotus	Simorhynchotus_antennarius
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.
Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadales	Petalomonas	Petalomonas_cantuscygni
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Nudibranchia	Discodoris	Discodoris_concinna
Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Anoecales	Cafeteriaceae	Pseudobodo	NA
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_D	Novistrombidium_D	Novistrombidium_sinicum
Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea_X	Colpodida	NA	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Chelicerata	Arachnida	NA	NA
Eukaryota	Alveolata	Apicomplexa	Coccidiomorphea	Eimeriida	Sarcocystidae	NA	NA
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Calcihaptophycidae	Chrysoculteraceae	Chrysoculter	Chrysoculter_rhomboideus
Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_3	Parmales_env_3_X	Parmales_env_3_X_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Aspidosiphon	Aspidosiphon_laevis
Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Cestoda	Eucestoda	Anthobothrium	Anthobothrium_sp.
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_C	Ochromonas	Ochromonas_marina
Eukaryota	Amoebozoa	Lobosa	Lobosa_X	Himatismenida	Cochliopodiidae	Cochliopodium	NA
Eukaryota	Amoebozoa	Lobosa	Discosea-Longamoebia	Dermamoebida	Mayorellidae	Mayorella	Mayorella_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Cucumeridinium	Cucumeridinium_cucumis
Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	NA	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Paracalanus	NA
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	Botuliformidae	Botuliforma	Botuliforma_benthica
Eukaryota	Opisthokonta	Metazoa	Nemertea	Nemertea_X	Nemertea_XX	Callinera	Callinera_grandis
Eukaryota	Rhizaria	Radiolaria	Acantharea	Arthracanthida-Symphyacanthida	Arthracanthida-Symphyacanthida_X	Lithoptera	Lithoptera_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia	Durinskia_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Capitella	Capitella_sp.
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	Paraphysomonas_vestita
Eukaryota	Amoebozoa	Lobosa	Tubulinea	Nolandida	Nolandellidae	Nolandella	Nolandella_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales_X	Adenoides	Adenoides_eludens
Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Discosea-Flabellinia_X	Pessonella-lineage	Pessonella	Pessonella_sp.
Eukaryota	Opisthokonta	Metazoa	Urochordata	Urochordata_X	Ascidiacea	Doliolum	Doliolum_denticulatum
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_throndsenii
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	NA
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Amphiduros	Amphiduros_pacificus
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Hyperietta	Hyperietta_sibaginis
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_sp.
Eukaryota	Opisthokonta	Metazoa	Echinodermata	Echinodermata_X	Echinodermata_XX	Echinocyamus	Echinocyamus_pusillus
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Udeniomyces	Udeniomyces_pannonicus
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Yarrowia	Yarrowia_lipolytica
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Pyloniidae-Spongodiscidae	Stylodictya	Stylodictya_validispina
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Creseis	NA
Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_plurinucleolus
Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Bicoecales	Bicoecaceae	Bicosoeca	Bicosoeca_sp.
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Clavariopsis	Clavariopsis_aquatica
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Paralacydonia	Paralacydonia_paradoxa
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysiaceae	Dinophysis	Dinophysis_fortii
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Cassidulinidae	Globocassidulina	Globocassidulina_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Holostichidae	Holosticha	Holosticha_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Meningodora	Meningodora_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Chaetopterus	Chaetopterus_luteus
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	NA	NA	NA	NA
Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	Parmales_env_1	Parmales_env_1_X	Parmales_env_1_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade_C	Ochromonas	Ochromonas_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Coccolithales	NA	NA	NA
Eukaryota	Excavata	Discoba	Euglenozoa	Diplonemea	Diplonemea_X	Rhynchopus	Rhynchopus_sp.
Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Dactylopodida	Paramoebidae	Paramoeba	Paramoeba_invadens
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Millepora	Millepora_sp.
Eukaryota	Opisthokonta	Metazoa	Nemertea	Nemertea_X	Nemertea_XX	Lineus	Lineus_bilineatus
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Liocarcinus	Liocarcinus_maculatus
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_lauderi
Eukaryota	Stramenopiles	Opalozoa	MAST-12	MAST-12A	MAST-12A_X	MAST-12A_XX	MAST-12A_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Toledonia	Toledonia_globosa
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Collembola	Sminthurus	Sminthurus_viridis
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Processa	Processa_guyanae
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_socialis
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Rhodosporidium	Rhodosporidium_sphaerocarpum
Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Vannellida	Vannellidae	Lingulamoeba	Lingulamoeba_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Thalassema	Thalassema_owstoni
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Tryphana	Tryphana_malmi
Eukaryota	Rhizaria	Radiolaria	Acantharea	Arthracanthida-Symphyacanthida	Arthracanthida-Symphyacanthida_X	Amphibelone	NA
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-3	Ichthyodinium	Ichthyodinium_chabelardi
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Collodaria	Collophidiidae	Collophidium	Collophidium_sp.
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Knufia	Knufia_cryptophialidica
Eukaryota	Opisthokonta	Metazoa	Mollusca	NA	NA	NA	NA
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_strobilus
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Lepas	Lepas_australis
Eukaryota	Amoebozoa	Conosa	Mycetozoa-Myxogastrea	Stemonitales-Physarales	Stemonitales-Physarales_X	NA	NA
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Anthozoa	Calcigorgia	Calcigorgia_spiculifera
Eukaryota	Archaeplastida	Rhodophyta	Porphyridiophyceae	Porphyridiales	Porphyridiales_X	Porphyridium	Porphyridium_aerugineum
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_1	NA	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Stoeckeria	Stoeckeria_algicida
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Proboscidactyla	Proboscidactyla_ornata
Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadales	Pyramimonadales_X	Pyramimonadales_XX	Cymbomonas	Cymbomonas_tetramitiformis
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Hexapoda	Insecta	Drosophila	Drosophila_melanogaster
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Gregarines	Gregarines_X	Selenidium1	NA
Eukaryota	Apusozoa	Hilomonadea	Planomonadida	Planomonadidae	Planomonadidae_Group-1	Ancyromonas	Ancyromonas_kenti
Eukaryota	Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Mucoromycotina_X	Rhizopus	Rhizopus_stolonifer_var._stolonifer
Eukaryota	Amoebozoa	Lobosa	Discosea-Longamoebia	Dermamoebida	Mayorellidae	Mayorella	NA
Eukaryota	Excavata	Discoba	Heterolobosea	Heterolobosea_X	Vahlkampfiidae	Percolomonas	Percolomonas_cosmopolitus
